Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,SMA_10,SMA_20,EMA_50,EMA_200,PRICE_SMA_10,PRICE_SMA_20_Ratio,EMA_DIFF,Label
2023-06-27,3202.0,3209.64990234375,3182.300048828125,3197.35009765625,3143.309814453125,863542,-5221924.900351084,-3830621,-0.13077986115324416,-12449903.609312441,7997.184601094818,-6833.648550225245,-97209.5460930629,3219.498568094966,36.254193418491084,1018.243055893559,3241.5974853515627,3318.590586618468,3164.6043840846573,4.750318422619036,0.21265355618080586,0.0,0.0,3217.2966471354166,3253.8665690104167,3180.726725260417,2.273332296389928,0.22728203320550697,0.0,0.0,3156.0,3340.0,3248.0,5.676213682651119,0.22472879161005435,41.13418566246686,2.7181040327013015,-19.668309129842328,-16.854491710470143,-2.813817419372185,3222.5833129882812,3241.5974853515627,3223.2095354042826,3242.877844534125,0.8771042853338529,1.0723825898593955,-0.19527830452554262,-0.07587666733547226,18.162728246876302,5.302416992187318,-97.42211660368183,-104.5354735947509,7.113356991069068,3211.824951171875,3248.0,3229.9124755859375,3248.0,20.821557897242542,0.0,11.782723067469709,32.249501242200616,-105.73317263139533,3637.415640233978,3605.393589422955,4.0,48.0,-44.0,3170.73423610375,3256.0836472181218,0.0,0.0,40.69651160391867,0.5079346665017379,0.5494399160305877,0.6560323849355886,34.183248934671944,50.40957638686787,36.272015487938596,36.3634184109084,-63.727984512061404,-22.232537841796784,-0.37235381516410476,-0.6065078634705062,-0.5182627378747623,-0.08824512559574393,-32.18788730152837,-28.605621863537802,-3.582265437990568,3227.11484728562,0.24141192758622143,0.24112099712549906,-2.801334620573037,3218.039990234375,3241.5974853515627,3259.6448129324845,3280.5201733971567,-20.689892578125182,0.9863501289425162,-20.875360464672212,0.0
2023-06-28,3208.0,3230.949951171875,3193.39990234375,3215.449951171875,3161.103515625,1575872,-4947037.413676398,-2254749,-0.10253371828938118,-6596624.185214236,38601.41924706747,-2810.8233945767015,-88288.70493141357,3217.2312467545808,42.771451913620446,1018.243055893559,3237.894982910156,3312.399426215158,3163.390539605154,4.602029633341531,0.34937118685393725,0.0,0.0,3214.198299153646,3251.5232259114587,3176.8733723958335,2.3225030495250336,0.5167669721946198,0.0,0.0,3156.0,3340.0,3248.0,5.682704379578872,0.323097560716712,40.775771979032676,2.6486854910255992,-18.830395514832617,-17.249672471342638,-1.5807230434899786,3219.9624837239585,3240.352364676339,3222.0157532146814,3240.846148729514,0.92039401234554,1.026380540798609,-0.1059865284530691,-0.07805810900408314,19.104040399139883,5.804968261718841,-93.41725765409986,-103.06250396815182,9.64524631405196,3211.824951171875,3248.0,3229.9124755859375,3248.0,13.881038598161695,0.0,14.717991436328564,30.143195975603714,-60.841926072162764,3637.415640233978,3605.393589422955,4.0,48.0,-44.0,3173.0,3256.0836472181218,0.0,0.0,44.696621417190485,0.7097323602419353,0.5458676283072466,0.5876422261015737,32.19417799023611,48.89490427800512,53.24675608657433,38.9699325665419,-46.75324391342567,-26.80360630580344,-0.9686147438414437,-0.581033305830163,-0.5308168514658425,-0.05021645436432054,-31.49739134639936,-29.183975760110116,-2.3134155862892456,3226.8559490636144,0.5660891977044669,0.5644929341560356,-2.2511034755472004,3214.47998046875,3237.894982910156,3257.9116810987352,3279.872708499393,0.969970703125,0.9930680173826676,-21.961027400657713,0.0
2023-06-30,3220.0,3310.0,3214.10009765625,3302.25,3246.4365234375,2672406,-2706564.0015900247,417657,-0.045980696540268685,27483603.739612684,178978.019654408,14252.471676439161,-16147.954861883132,3222.8838986136852,51.612584629210936,1018.243055893559,3236.807482910156,3306.7480312244684,3166.8669345958438,4.321576039575267,0.9678438950445866,0.0,0.0,3219.2849690755206,3262.4548909505206,3176.1150472005206,2.6819571606546573,1.460912451552582,1.0,0.0,3156.0,3335.89990234375,3245.949951171875,5.557942611464961,0.8129520810997869,46.28818501550441,2.482947996375398,-11.035098667612147,-16.00675771059654,4.971659042984392,3224.8416544596353,3243.1658935546875,3234.3594834893456,3245.3945821569578,1.0087640500297306,0.8571539675452801,0.15161008248445051,-0.0740073622228527,20.28910916533652,14.242565917968932,-86.18889160388319,-100.56887862481958,14.379987020936383,3241.5,3248.0,3244.75,3248.0,56.94051929908085,0.0,25.0291422068525,25.552988167890856,97.02199818847,3637.415640233978,3605.393589422955,4.0,48.0,-44.0,3176.78599609375,3256.0836472181218,0.0,0.0,58.98453722049545,1.0,0.7392223422478911,0.6115099621952419,32.74732346765455,57.571623604241104,94.96753246753246,61.4954346806818,-5.032467532467533,-25.045709783380516,1.8050389897182753,-0.3400233280810491,-0.4926581467888838,0.15263481870783469,-26.390149298086662,-28.62521046770543,2.235061169618767,3230.974783819865,2.6994681971800105,2.663675271665511,0.3875968992248069,3223.0749755859374,3236.807482910156,3259.6504387027067,3280.0953681163146,79.17502441406259,1.0202182296708626,-20.44492941360795,0.0
2023-07-03,3314.300048828125,3318.800048828125,3268.75,3272.300048828125,3216.9931640625,1687264,-4154472.8070923295,-1269607,-0.05395833791717045,16338306.860516232,94107.18044996192,20304.313820721145,-31450.695240129025,3225.771178675675,50.44901755554634,1009.008040432854,3235.14248046875,3299.842179419784,3170.442781517716,3.9998052229006875,0.7871541055198471,0.0,0.0,3230.2699788411455,3274.104915364583,3186.4350423177084,2.7140107056415808,0.979412921751431,0.0,0.0,3156.0,3327.0,3241.5,5.285702284593762,0.6801172446089181,46.66437139676647,2.4165047187797875,-7.1910861466899405,-14.24362339781522,7.05253725112528,3226.6124877929688,3244.4325959578805,3240.1964935414658,3247.3875796881557,1.0934386644635168,0.8538224500098146,0.23961621445370218,-0.06759050651566484,21.436813123800224,-18.84243164062491,-78.42291208603596,-97.1390475472421,18.716135461206136,3245.9000244140625,3248.0,3246.9500122070312,3248.0,78.47025964954042,0.0,24.442045626512392,23.53837977118979,134.66386815112668,3637.415640233978,3605.393589422955,4.0,48.0,-44.0,3184.7788363281247,3256.0836472181218,0.0,0.0,53.81793440843925,0.8166251442866622,0.8421191681761991,0.7090697129104456,31.73744188366513,48.953273154342035,71.43735500405651,73.21721451938777,-28.562644995943486,-14.325874660326008,0.6536349696511066,-0.221442189151333,-0.43841495526137364,0.21697276611004063,-25.8240373945386,-28.064975853072063,2.2409384585334635,3233.8491720870525,-0.9069558989136195,-0.9110937821116494,-0.5228743326303409,3232.814990234375,3235.14248046875,3260.1465018448803,3280.017802750263,39.48505859375018,1.0114856049103567,-19.871300905382668,0.0
2023-07-04,3290.0,3315.0,3277.300048828125,3308.85009765625,3252.92529296875,1656681,-3038292.579536135,387074,0.017689789533174585,22654516.08653205,5404.624308071568,18077.7615560354,-12946.349508046173,3229.312561892921,51.04933424176277,1020.2781845502918,3236.139990234375,3304.62839382496,3167.6515866437903,4.232721933986826,1.0308205740677427,1.0,0.0,3240.2983235677084,3283.9132649739586,3196.6833821614587,2.6920324643582827,1.2858748845953742,1.0,0.0,3156.0,3318.800048828125,3237.4000244140625,5.030686228636676,0.9388823821399489,46.26792937427732,2.328656990427682,-1.1817723147014476,-11.631253181192466,10.449480866491019,3234.324991861979,3247.116658528646,3250.7585864822017,3251.940358796903,1.051141917252189,0.873078178236438,0.178063739015751,-0.057537360181963156,22.511332292481406,-61.24008789062509,-70.83449805501223,-92.96639943685726,22.131901381845026,3245.9000244140625,3248.0,3246.9500122070312,3248.0,89.23512982477021,0.0,22.791138924771325,21.948510023535263,171.09768048694278,3637.415640233978,3605.393589422955,4.0,48.0,-44.0,3195.5005333281247,3256.0836472181218,0.0,0.0,58.58549184388583,0.9858369433415494,0.9341540292094038,0.8384985132111646,31.846979062896747,54.60930648889088,93.8882382139949,86.76437522852795,-6.111761786005108,4.116674804687591,2.8775315556098713,-0.03634052855565467,-0.35800006992022987,0.3216595413645752,-25.278125518037488,-27.50760578606515,2.229480268027661,3239.1226850636886,1.1169528552619878,1.1107610009247537,0.5882382628438876,3242.660009765625,3236.139990234375,3262.0564467786594,3280.3046912567906,66.19008789062491,1.0224681588686801,-18.248244478131255,0.0
2023-07-05,3320.0,3329.0,3305.0,3319.949951171875,3263.837646484375,1453008,-2681100.6918408223,1840082,0.06472982733699437,21722181.78231765,34438.861593501206,21978.259923191075,-8072.095467811755,3233.3761150080363,57.21658993290783,1023.7008051161849,3240.5224853515624,3318.0834887814212,3162.9614819217036,4.786944314101514,1.012032221786182,1.0,0.0,3250.0549886067706,3292.9249348958338,3207.1850423177084,2.638105905244398,1.3151976922692818,1.0,0.0,3156.0,3329.0,3242.5,5.338645258041817,0.9476875790281792,44.04113643684959,2.253577268195559,4.425305438840496,-8.419941457185875,12.84524689602637,3246.4124959309897,3250.029990234375,3261.403411819075,3256.9781063802343,1.1187282951482966,0.8338114982491787,0.284916796899118,-0.044693997937920595,23.487221187162202,-30.12258300781241,-62.90381022561156,-88.1879971917528,25.28418696614124,3251.0,3248.0,3249.5,3248.0,94.61756491238509,0.0,24.187171094642967,21.08641282938385,183.73657054005474,3637.415640233978,3605.393589422955,4.0,48.0,-44.0,3205.364494568125,3256.0836472181218,0.0,0.0,59.93808822023139,1.0,0.9341540292094038,0.9034757421983356,32.20677074529438,57.341111916295674,94.76875790281792,86.69811704028977,-5.231242097182081,25.5580126953123,4.568649509896273,0.13587151323404892,-0.25922575328937414,0.39509726652342303,-25.462420348758425,-27.098568698603806,1.6361483498453815,3244.442937531112,0.33545954600624484,0.3348981356571912,0.925671110256121,3251.885009765625,3240.5224853515624,3264.3267802842756,3280.699171454951,68.06494140625,1.0245106973271614,-16.3723911706752,0.0
2023-07-06,3306.550048828125,3328.449951171875,3302.0,3322.89990234375,3266.73779296875,1848238,-1608502.017549939,3688320,0.05962163858834995,19397900.363987118,-2540.2198786541103,23223.26109448948,-6429.838224723022,3240.3646592429695,58.057989819156774,1023.7008051161849,3242.9224853515625,3327.2641456345837,3158.5808250685413,5.201583489213603,0.974127594381064,0.0,0.0,3257.0483235677084,3298.818269856771,3215.278377278646,2.564895705526932,1.28826506407652,1.0,0.0,3156.0,3329.0,3242.5,5.334694269796745,0.9647393199060693,42.28201791035213,2.080564633115416,9.003207983800621,-4.935311568988576,13.938519552789197,3255.7874959309897,3252.8326791616587,3270.8644103613324,3261.8612023775318,1.149322476972268,0.822578432306848,0.32674404466542006,-0.030263359970638126,23.408205365282086,-15.2225341796875,-57.834013710214464,-83.10031063555726,25.2662969253428,3251.0,3248.0,3249.5,3248.0,97.30878245619255,0.0,23.109846522188864,20.652393249692057,162.08578854630096,3637.415640233978,3605.393589422955,4.0,48.0,-44.0,3217.7280451113124,3256.0836472181218,0.0,0.0,60.30910103506103,1.0,0.9952789811138497,0.9545290131775525,32.568584142729485,61.286433002325865,96.47393199060694,95.04364270247326,-3.5260680093930636,43.68521540715119,3.5042363388395774,0.27601444160892835,-0.15217771430971366,0.428192155918642,-23.782418544546278,-26.4353386677923,2.652920123246023,3248.0153480836943,0.08885529044899698,0.08881583750479649,1.0153489084587353,3258.3550048828124,3242.9224853515625,3266.6237654630786,3281.1190792249886,64.54489746093759,1.024662142667131,-14.495313761909983,0.0
2023-07-07,3302.0,3356.89990234375,3302.0,3329.25,3272.98046875,1789326,-1621535.8414837674,5477646,0.09855909163538938,18249971.003255703,43644.912693952734,30146.578408746496,-3010.416884088338,3258.9302583740186,71.72711572402808,1025.6571084278448,3247.5624877929686,3339.8094735757318,3155.3155020102054,5.680998356737019,0.9427652107755652,0.0,0.0,3265.444986979167,3308.9499430338537,3221.9400309244793,2.664565241684458,1.2333074068690977,1.0,0.0,3156.0,3356.89990234375,3256.449951171875,6.186175111299577,0.8623697571717103,43.54380635369192,1.7004666946041842,12.993843602900142,-1.3494805346108323,14.343324137510974,3264.25,3254.361525315505,3279.8468087672813,3266.852965164381,1.2350790954995094,0.7197547440511006,0.5153243514484088,-0.014947691742169224,23.456899693929007,10.637463378906432,-51.272778192796274,-77.562835707536,26.290057514739722,3264.949951171875,3256.449951171875,3260.699951171875,3256.449951171875,98.65439122809627,0.0,25.70959522820127,18.78238466480902,156.01645566312538,3296.4249267578125,3296.4249267578125,100.0,44.0,56.0,3228.8552406001813,3256.0836472181218,0.0,0.0,61.14330708544953,1.0,1.0,0.9764776701077512,33.02303210948532,60.82330259534886,84.96469982237068,92.06912990526519,-15.035300177629326,54.33944950810155,3.146204739113232,0.39774803890649907,-0.04219256366647112,0.4399406025729702,-22.450450030045985,-25.63836094024304,3.187910910197054,3254.592761804682,0.19110108167179618,0.19091871585299458,1.2083903328773404,3267.4300048828127,3247.5624877929686,3269.0796962292325,3281.597993859566,61.81999511718732,1.025153484348363,-12.518297630333564,0.0
2023-07-10,3324.75,3324.75,3265.199951171875,3271.949951171875,3216.648681640625,1407431,-2709902.1408847934,4070215,0.1099296126992787,4121994.4281882048,-145867.64676143948,16378.949104330826,-27233.85009643843,3264.4805137083304,65.47174954534225,1008.0044231702557,3250.6949829101563,3341.7795760654885,3159.610389754824,5.604007366682524,0.6166770774584854,0.0,0.0,3271.6783203125,3317.11328125,3226.243359375,2.7774711624558557,0.5029892273897689,0.0,0.0,3156.0,3356.89990234375,3256.449951171875,6.1802138742619315,0.5771528498479741,45.59443060113523,1.5062877135744077,11.401387915302166,1.2006931553717672,10.2006947599304,3265.3958333333335,3252.359600360577,3278.631907598757,3267.230519683455,1.1276506006342086,0.8013044209003658,0.32634617973384283,-0.0031061450552553336,23.614758277621387,-12.194982910156341,-45.108659728112535,-71.48943753993865,26.380777811826114,3269.5999755859375,3256.449951171875,3263.0249633789062,3256.449951171875,99.32719561404815,22.94521959689614,23.083516401087277,22.732572049963608,68.45983179077177,3302.574951171875,3302.574951171875,96.0,40.0,56.0,3244.2206000094097,3256.0836472181218,0.0,0.0,50.77333947266907,0.5326978623302194,0.8442326207767398,0.9465038672968632,30.539893336557476,53.37255375208333,53.8064185520422,78.41501678833994,-46.1935814479578,53.18678152901748,0.4220121602744038,0.3489618454104912,0.03603831814892134,0.31292352726156986,-22.78941289708216,-25.068571331610865,2.279158434528707,3255.1715582263005,-1.7211098243786083,-1.7360930873216773,-0.533517216237267,3272.989990234375,3250.6949829101563,3269.192255246591,3281.501993434813,-1.0400390625,1.0065385920160035,-12.309738188222127,0.0
2023-07-11,3295.0,3295.0,3260.800048828125,3272.39990234375,3217.09130859375,1110172,-3066983.4412852703,5180387,0.05978591121932413,3604498.5373588633,-52601.08310606598,9414.013364745379,-27081.181748866813,3268.0713750831583,59.881775167103754,1008.1430416632733,3251.9699829101564,3343.5190997190857,3160.420866101227,5.630378957372963,0.611579008873633,0.0,0.0,3280.0666585286463,3324.8316243489585,3235.301692708333,2.72951561541698,0.4143665582626569,0.0,0.0,3156.0,3356.89990234375,3256.449951171875,6.17779079756347,0.5793925282481412,44.454982658209204,1.3702776383925994,10.05970064197436,2.972494652692286,7.087205989282073,3268.2208251953125,3251.0826697716348,3277.673137559525,3267.6134369175506,1.0776286521999436,0.8790901269175413,0.19853852528240234,0.0059283966858997336,23.734832721995,-35.61988525390643,-39.20789302079968,-65.02119047517397,25.813297454374286,3275.14990234375,3256.449951171875,3265.7999267578125,3256.449951171875,99.66359780702408,21.368346368763692,21.80290438241,22.18515818411967,43.36737982976162,3302.574951171875,3302.574951171875,92.0,36.0,56.0,3257.7421162895307,3256.0836472181218,0.0,0.0,50.843841481195106,0.5358748962925651,0.6895242528742616,0.8445856245503339,28.550603821431046,44.71300844409388,54.05109033606194,64.27406957015826,-45.94890966393806,48.82896012931042,1.0467779016134013,0.30786079308891606,0.0904028131369203,0.21745797995199578,-24.231957605226746,-24.90124858633404,0.6692909811072951,3256.3202205646357,0.013751774281067775,0.013750828811254223,-0.519838810039519,3281.264990234375,3251.9699829101564,3269.3180453288323,3281.411425364255,-8.865087890625091,1.0062823210364664,-12.093380035422797,0.0
